Youtube Comments,Video ID
And a 40th dose does even more of nothing.,DqSpzm2jsgw
"This is more BS from the BS factory.  To mention Falsey anywhere in the socalled reporting, makes it a fairy tale from the start.;the biggest thing that nobody seems to consider, or take into account, is that annually since this garbage lie started in the US in 2020 ( we all know this virus was all over the globe in 2019) the annual rate of extra deaths, fatalities, all illnesses, accidents, and long term chronic conditions, was close to zero.  In other words, there are no real differences in annual death rates since before all this began.  The propaganda machine has been cranking out the disinformation since the beginning of 2020.  In other words, lies, lies, and more lies, and the majority of sheep believe it all and swallow every drop of the covid koolaid.   Ever notice how influenza has completely disappeared from the stats since before 2020?   there is no accident that influenza has all but disappeared from the radar.  Think about that.   What bothers me the most is that people around the globe have either forgotten how to think critically, or they were never taught how to do it in the first place.  Question Everything!!!",DqSpzm2jsgw
Its still Trump fault and china fault,DqSpzm2jsgw
"Pandemic of the vaccinated. How sad. Tools tools tools, thats what they think we are and some people are tools",DqSpzm2jsgw
They are so contagious we aren't wearing masks while interviewing medical staff :medical_symbol::unamused_face::face_with_rolling_eyes:,DqSpzm2jsgw
Whoever's dirty green fingers giving boosters might need some gloves with that mask ..,DqSpzm2jsgw
Take life long  booster shot ( prices would increase in the next variant due to availability issues) .. You get Anti bodies for life like drugs.. Paid and presented by vaccine companies.. Approved by Medical experts.. In line to armtwist WHO soon..,DqSpzm2jsgw
Fauci you LIE!!!! Booster and vaccines DO NOT WORK!!! OMG STOP THE LIES!!!!,DqSpzm2jsgw
this started over sea ....yes UNITED STATE KNOW THAT ...JUST BECAUSE OF ECONOMY IMPROVEMENT....virus need to come here to spread more mean MORE MONEY :money_bag:  .....VACCINE = :money_bag:  ...infected person = :money_bag:,DqSpzm2jsgw
WRONG. It’s a vaccine induced surge. Variants are the cover. Each booster lowers your white blood cell count. FACT.,DqSpzm2jsgw
Of course there's gonna be surge,DqSpzm2jsgw
Vaccines save lives.,DqSpzm2jsgw
This news channel is b.s.,DqSpzm2jsgw
":face_with_rolling_eyes:, how many people have died or been hospitalized from the new variant?",DqSpzm2jsgw
Lmao they really expect us to keep believing these lies and manipulations?,DqSpzm2jsgw
"Anagram: a word, phrase, or name formed by rearranging the letters of another, such as cinema, formed from iceman.;;;Omicron   #anagram= moronic ;;Delta Omicron   #anagram = media control ;;No conspiracy theories, this speaks for itself and it’s hella weird..",DqSpzm2jsgw
Can we please send all of these commies back to Russia :thumbs_up_medium_skin_tone:,DqSpzm2jsgw
My covid blocker booze an smokes,DqSpzm2jsgw
More people are getting vaccinated and yet it's crickets from Republicans about that stat. We have vaccine mandates yet the public is following them. Hahaha :grinning_face_with_sweat:,DqSpzm2jsgw
I wonder how much did they pay Odell to say that he got it.,DqSpzm2jsgw
Keep on pushing those pharmaceuticals! Let’s go Brandon!!,DqSpzm2jsgw
Shout out to George Floyd on 569 days of sobriety. It took some tough love but he did it. Say his name liberals!!,DqSpzm2jsgw
So the Pfizer pill due early March allows treating symptomatic Omnicron patients at home far away from clogged hospitals. Game changer. No prognosis for asymptomatic patients unknowingly and unmasked inadvertantly spreading Omnicron all over the place.,DqSpzm2jsgw
If we stay home just 2 weeks we can stop the spread,DqSpzm2jsgw
Y’all they even sounded a bell to make it seem scarier :face_with_tears_of_joy::face_with_tears_of_joy: propaganda,DqSpzm2jsgw
Only a idiot would think the government and big phara haven't got the publics health and wellbeing in mind.,DqSpzm2jsgw
"""You'll own nothing and you'll be happy.""  Sounds good to me. Just saying...I like happiness more than owning things.",DqSpzm2jsgw
"How pathetic that if a few people believe this BS, they keep churning it out like we all believe it.",DqSpzm2jsgw
"So you're saying the government knew about the o variant before it hit the states and YET AGAIN didn't act and shut down the borders, stop flights, and lockdown the country again? They get paid for what? Keep on voting for these incompetent politicians America, they'll be the end of us.",DqSpzm2jsgw
Pushing fear !!!,DqSpzm2jsgw
Ivermectin works better and it’s cheaper,DqSpzm2jsgw
Lies lies lies,DqSpzm2jsgw
This is fake news,DqSpzm2jsgw
"Good gravy Biden has lost more Americans on his watch than Trump and yet people still trust him to lead our country????;Biden, the ""blood"" of all the Americans lost to Covid since January 20th is on your hands!!!!!!!!",DqSpzm2jsgw
Wow 100 athletes across the country positive or were exposed in exposed daily so are all the other medical personnel,DqSpzm2jsgw
"(WEF) founder Klaus Schwab wrote a book released in June 2020, celebrating the pandemic not as a crisis but an opportunity for a ‘new world.’ Title of he book? ;;*COVID19 THE GREAT RESET*;;The "" *Great Reset* "" ? :thinking_face:;;""Many of us are pondering when things will return to normal. The short response is: *never.* ""  Klaus Schwab;;*Question* : _How can an authority figure make such a declarative statement such as ""never"", so early on in the infancy stage of this new so called pandemic, writing a book no less in early 2020? How could he possibly know that?_ :thinking_face:;;""The pandemic represents a rare but narrow window of opportunity to reflect, reimagine, and *reset our world.* "" Schwab;;One of the main slogans and predictions based on the ""Great Reset"", which is hoped to be completed by 2030, is infamously stated by the WEF: ;;"" *You'll own nothing and be happy.* "" ;World Economic Forum 2020;;:thinking_face:",DqSpzm2jsgw
It's so sad to see how many people died it really does make me sick,DqSpzm2jsgw
"Oh GOD,  we're all going to die...",DqSpzm2jsgw
Propaganda b.s.,DqSpzm2jsgw
If the shots work why are so many on campus sick hmmmmm,DqSpzm2jsgw
New variant means their vaxxed don’t do nothing,DqSpzm2jsgw
Omicron is mild,DqSpzm2jsgw
fake news!!,DqSpzm2jsgw
Booster working t my butt,DqSpzm2jsgw
"This lady is lying, omicron cases are mild for both vaccinated and unvaccinated",N4vfuuReV5c
Love how she pronounces Omnikron its like that wimpy ad I love it when you talk foreign :face_with_tears_of_joy::face_with_tears_of_joy:,N4vfuuReV5c
Yummy lady....:smiling_face_with_hearteyes::smiling_face_with_hearts:,N4vfuuReV5c
"Hopefully this will be the final wave ,because it seems to be phasing out",N4vfuuReV5c
"Realy! The PROBLEM Is! There is people's that is fully vaccinated, and tested positive and then  Walking AROUND IN STORES, NO BOOSTER SHOTS,REALY!",N4vfuuReV5c
The unvaccinated also don’t get very sick. Be more open and honest and people will not fear the vaccines. Don’t say vaccine is helping for severity if the severity is lowers all around.,N4vfuuReV5c
More fake news :face_vomiting::face_with_rolling_eyes:,N4vfuuReV5c
Discovery says 0 vaccine deaths. My data says otherwise.,N4vfuuReV5c
Behavioural manipulation. Discovery=China,N4vfuuReV5c
33% what a joke....,N4vfuuReV5c
"We're being given conflicting reports every 5 minutes. These are news headlines right now, one says this and the other says that so who are we to believe? (1) A new study has found that the Omicron virus could evade both vaccine antibodies and immunity caused by infection with all the other known variants of SARSCoV2.;;The study published in Emerging Microbes & Infection looked at the Omicron variant's potential of bypassing existing immunity developed through natural infection or by mass vaccination. (2) A study done by the South African Medical Research Council and Discovery Health has shown that two shots of the Pfizer vaccine, while faltering in protecting people from infection with the Omicron variant of the coronavirus, still offered solid protection against severe disease.",N4vfuuReV5c
"I wish we would give up this obsession with Omicron ...... already the world seems to think we invented it and have banned the socks off of us. ;It exists  done. ;As if it is the one thing we are so proud of ???? ;;Hell, we are so keen to show the world how clever we are as South Africans  when we have other issues at hand. ;;Our police force is falling apart, we cant generate power properly, hell, we cant even convict fraudsters  our employment is low, inflation is high  Frankly, I am surprised nobody has stolen or murdered old Omicron yet. I wish they would and we can move on along :(",N4vfuuReV5c
How do they know if you have Delta or Omicron. Not all people lost their taste or smell when they had Delta like you said thats basically the only difference between the 2 viruses.,N4vfuuReV5c
"You cannot simply say ""mostly unvaccinated are hospitalised"" because in south africa, the majority are unvaccinated. Please start reporting honestly.",N4vfuuReV5c
But this is bull. There is none unvaxxed people in hospitals in Western Cape. Pffft,N4vfuuReV5c
SA must make its own vaccine for Omicron,N4vfuuReV5c
Discovery and other minions of this farce can go to hell,N4vfuuReV5c
Flu.,N4vfuuReV5c
"I’m a conspiracy theorist I’m here to help ,report this video .",N4vfuuReV5c
wow she isn't wearing a mask whilst on camera well done you not a dumbass today,N4vfuuReV5c
"eNCA, if your journalists can’t yet see what is happening with the wealth of information out there then I’m afraid their journalistic skills are sub par. Do the right thing and resist the needles.",N4vfuuReV5c
Can we just get politics out of health issues please?,N4vfuuReV5c
"Funny that I didn't get covid when I was not vaxed...as soon as I got vaxed, different story.",N4vfuuReV5c
Solid reporting. Tired of all these antivax comments though. Quite disheartening.,N4vfuuReV5c
I have emailed Discovery with a question more than a week ago and have received no response. When I phoned them 2 weeks ago their vaccine division told me they didn't know the answer and said I must ask my doctor. They a disgrace.,N4vfuuReV5c
My friend's daughter just contracted Covid19 last week. They didnt even bother to test her for the variant so where are they getting their Omicron statistics from if they are not differentiating with the testing?,N4vfuuReV5c
What is very discouraging is that Discovery is requiring boosters for coverage but they will not simply authorise the boosters and the clinics are requiring doctors to sign off,N4vfuuReV5c
"Interesting choice of words ""There is a high possibility of reinfection, especially if you have been infected by previous variants"" Isn't that what reinfection means?",N4vfuuReV5c
"Pretty sure discovery gets kick backs from the ""V"" companies.;Move your medical aid somewhere else",N4vfuuReV5c
"Rubbish , it is not the vaccine! IT is a milder virus!",N4vfuuReV5c
Isn’t this just a cold.,N4vfuuReV5c
"There is a starck difference between how these guys report vs how the others (BBC, global news, itv... ) report omicron",N4vfuuReV5c
Again he says that this is measured by the amount of pasients hospitalized an not hospitalized. So it is an analysis through obsession. I would love to hear about the testing of antibodies in these patients. Hospitalized and not hospitalized.,N4vfuuReV5c
"It's like they hiding useful information on purpose.. for example, no person's who had the two J&J injections have died. How many have died who didn't have it?",N4vfuuReV5c
"Scientists say that you need 4000 IU of Vit D per day to effectively combat Covid19. Interesting that this is not on governments agenda. However if you don't wish to be vaccinated and even if you are already, do your body a favour and eat Salmon or mackerel...40 to 100gms gives around 1000 IU. Spend 10 minutes per day in the sun, half naked another 1500 IU. Take 1 Tbps Cod Liver oil per day, another 1000 IU. Double check these reverences and adjust if necessary. Get that body, immune system, bone marrow etc, ready for the years to come because these boosters and vaccines are not going to do that for you.",N4vfuuReV5c
Optimus Prime and Omneecron,N4vfuuReV5c
Covid  =  A Cult,N4vfuuReV5c
As clear as mud,N4vfuuReV5c
"It really is trivial at this point. The virus will soon become as harmless as the flu, vaccines and prevention measures are effectively slowing this process. The only reason the virus was initially dangerous to the human body is because it is novel and our immune systems do not know how to deal with it. The virus ultimately wants to be able to spread undetected in our systems and continue the survival of its species. A viral strain that replicates too fast and kills its host or stops its host from spreading it, is one that does not have a very long lifecycle. The dominant strain such as Omicron will always be the one that can live for a longer period in its host undetected, such as with asymptomatics  that will not even realize they have it and spread it far and wide.",N4vfuuReV5c
"Like it or not, It's going to become a yearly booster or shot, just like in the past to keep other colds and flu's at bay..",N4vfuuReV5c
"*STATISTICS TO AMAZE YOU ...*;;The number of deaths in the world in the *last 3 months of 2021*;;314,687 : Corona virus;;340,584 : Malaria;;     353,696 : suicide;;     393,479 : road accidents;;     240,950 : HIV ;;     558,471 : alcohol;;     816,498 : smoking;;  1,167,714: Cancer;; Then do you think Corona is dangerous? ;; Or;;is the purpose of the media campaign to settle the trade war between China and America ;;or;;to reduce financial markets to prepare the stage of financial markets for mergers and acquisitions ;;or ;;to sell US Treasury bonds to cover their fiscal deficit.;;Or;;Is it a Panic created by Pharma companies to sell their products like sanitizer, masks, medicine etc.;;Do not Panic & don't kill yourself with unecessary fear. This posting is to balance your newsfeed from posts that caused fear and panic. ;;;If you do contact Coronavirus, this still is not a cause for panic because:;;81% of the Cases are MILD;;14% of the Cases are MODERATE;;Only 5% of the Cases are CRITICAL;;Which means that even if you do get the virus, you are most likely to recover from it.;;Some have said, “but this is worse than SARS and SWINEFLU!”  SARS had a fatality rate of 10%, Swine flu 28% *while COVID19 has a fatality rate of 2%*;;Moreover, looking at the ages of those who are dying of this virus, the death rate for the people UNDER 55 years of age is only 0.4%;;This means that: if you are under 55 years of age and don't live out of India  you are more likely to win the lottery (which has a 1 in 45,000,000 chance);Let's take one day ie 1 May as an example when Covid 19 took lives of 6406 in the world.;On the same day:;;26,283 people died of Cancer;;24,641 people died of Heart Disease;;4,300 people died of Diabetes;;Suicide took 28 times more lives than the virus did.;;Mosquitoes kill 2,740 people every day, HUMANS kill 1,300 fellow humans every day, and Snakes kill 137 people every day. (Sharks kill 2 people a year);;*What  you say ??*;;SO DO THE DAILY THINGS TO SUPPORT YOUR IMMUNE SYSTEM , PROPER HYGIENE AND DO NOT LIVE  IN FEAR.;;Join to Spread *Hope* instead of Fear. ;;*The Biggest Virus is* not Corona Virus but *FEAR !*",N4vfuuReV5c
Everyone that is complicit in this crime against humanity are going to be held accountable.;The Nuremberg 2.0 trails have started and the Fake News will also pay for there crimes.,N4vfuuReV5c
Tis whole covid19 and all its variants and so called vaccines are all lies,N4vfuuReV5c
"I've got a question. If you didn't get the first 2 jabs and go straight to the booster, will that work? Or do you need to take the first 2 shots that didn't work to make the 3rd one work? Asking for a friend.",N4vfuuReV5c
Just never gonna stop pushing the vaccine are you guys?,N4vfuuReV5c
"At last . . . some real data to digest . . . not idiotic opinions spread by idiots after doing ""research"" on the net . . .",N4vfuuReV5c
"Vaccine, no dear you mean another flu shot. What a lot of bullshit. No bought science is getting my money.",N4vfuuReV5c
Well done my comment is deleted one again. You can't hide the truth forever.,N4vfuuReV5c
"Well at least she was honest and stated that  “mostly unvaxxed” are in hospital, meaning that some are vaccinated. They just did not disclose the “mostly” is it 80%, 60% etc?;; Secondly, with three waves under the belt we probably have a situation where the most vulnerable to covid related fatalities have already passed on and thus the high risk category is reducing. ;;There are vaxxed and unvaxxed using alternative treatments from doctors who do not believe in mandatory vaccination plus a mild highly infectious variant spreading all over creating global herd immunity. ;;The question is will sanity prevail and allow people to return to normal? Or will the power hungry politicians, entitled vaxxed and money hungry pharmaceuticals let the world return to normal?;;Time will tell though my concern is with the massive duality created by media and social algorithms in society. Not to mention the suppression of individual liberty and freedom. It will take a mature populous and leadership to walk out of this with a forgiving heart!;;No matter your stance I hope you make it your own and do not continue to force your will onto others!;;Just my 2c",N4vfuuReV5c
:snake::nauseated_face::face_vomiting:,N4vfuuReV5c
"Our vaccine isn’t going to help us much here even though I am triple vaxed and got original Covid.  We should all take vitamins, sleep,  eat well and get ready for what will happen.",N4vfuuReV5c
"This is good news, this means there is no reason to lock the country then",N4vfuuReV5c
"The fake fear porn hyping child infections is pure hate speech.  It is extremely harmful to children who are continually targeted for protocol compliance  ostensibly to ""protect"" obese teachers with unhealthy lifestyles, but actually to keep the Big Pharma gravy train going.",N4vfuuReV5c
"Discovery health is worried about the vaccines, not the public health.",N4vfuuReV5c
Discovery health. LOL Didn't their CEO say South Africa's official figures were a third of the real data.,N4vfuuReV5c
What does Discovery know about viruses..they only have experience in making :money_bag: :money_with_wings:,N4vfuuReV5c
"The statements of this woman is contradictory to what other scientists say. There is no evidence that omicron is less severe than delta. WHO just warned about underestimating  omicron as ""mild"".",N4vfuuReV5c
https://youtu.be/hwX5D4PP9jo,N4vfuuReV5c
Mostly with the unvaccinated :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:ENCA our African CNN channel just keeping up the lies. Im in the western cape and the news on the ground in the communities a lot of the vaccinated are testing positive. The media keeping the lies alive. Ramaphosa and J Ruperts top channel to spread corrupt news.,N4vfuuReV5c
"If you rely on eNCA & Discovery for your information, you may need more help than just a booster.",N4vfuuReV5c
We the people are not stupid .We see through this smoke screen and will stand up for our families as too many people have died too soon due to the agenda of people at the top.,N4vfuuReV5c
"Discovery Health also earlier said that 80% of South Africans have already had Covid19, thus it is IMPOSSIBLE to get Covid again nor transmit it to others. ;The immune system knows how to deal with any variant. ;This is nothing new nor significant as the body has been dealing with flu for thousands of years. ;What is of importance and noteworthy however, which you as expected you once again fail to address, is that Discovery Health has acted unlawfully by violating people's basic human rights by insisting on staff being socalled ""vaccinated"" and are facing a number if cases in Court.;It is the reason why l have cancelled all my policies with Discovery Health or any company associated with them.",N4vfuuReV5c
No connection between vaccines and the mildness of the Omicron variant. No scientific basis for this propaganda.,N4vfuuReV5c
BS,N4vfuuReV5c
"So on the one hand she is telling us that the vaccinated are doing SO well with omicron bc they are vaccinated and on the other hand she is saying the effectiveness of the vaccine  has come down so much so please get booster to make sure you are protected. Which is it? ;;This is just getting stupid. It is clear manipulation of facts, the words she uses are extremely calculated. Why not tell us the data on the unvaccinated? How many severely ill compared to the vaccinated? How many in hospital BECAUSE of omicron? How many in high care fighting for their lives BECAUSE of omicron? We'll wait...;;Those of you that are still pushing this dumb ass narrative of 'vaccines or death'  should just take a holiday, we are really just sick and tired of this BS!",N4vfuuReV5c
I called my internet provider and they told me my internet speed was slow because of the current events going on. Everything is about covid now. This needs to stop.,N4vfuuReV5c
Proof that any Human being have taken coronavirus vaccine? Proof that there is a disease called Corona? Leaders of the world seem ignorant to the fact that if they were caught deceiving people no one will believe them. I doubt any human would let themselves inject unknown stuff unless they are suicidal. Humans aren't that stupid like politicians and media like to describe them. No such thing called as coronavirus vaccine or Corona disease. When will they ever stop this boring circus?,N4vfuuReV5c
Omicron is clearly the end of Covid as a deadly disease. We should all be very thankful that the full and complete end of the pandemic is very near.,N4vfuuReV5c
"Aha  what are the studies , who did it ... We are seeing different information",N4vfuuReV5c
"I had a little bird,;    its name was Enza.;    I opened the window,;    and influenza.",N4vfuuReV5c
"I wish life would just go on, people know enough information to look after themselves. All this panic won't stop these variants from happening, Omicron is not the last one to come. People have died previously in war, famine, diseases, some died, some survived. It will be the same with covid. Businesses are closing, economies are crippling but covid is not ending, rather go back to normal and we all be cautious. Flights across the world should continue but with caution",N4vfuuReV5c
"I'm vaccinated but why is there so much force for unvaccinated people to vaccinate. These vaccines don't even cure covid, in one year a person will be intoxicated but continue to contract these variants. No one is forced to take HIV drugs, why so much force for covid. No wonder people are so skeptical because their rights to choose are being blackmailed",N4vfuuReV5c
"let's not listen to Discovery, they are only in it for the money",N4vfuuReV5c
Still only vaccine fixation....no study done on natural immunity???,N4vfuuReV5c
Oh damn I looked up Spanish flu variants to see if it behaved the same way cause this shit don’t make sense and it said it got deadlier as the variants progressed........ nice,N4vfuuReV5c
"Damn she looking fly, an 8/10 kid:OK_hand_dark_skin_tone:",N4vfuuReV5c
Somehow the swagger of Discovery's mandate era is missing this time.,N4vfuuReV5c
"Day in and day out we hear the same stories. It is now well established that Omicron variant has higher transmission rate but is far less severe. We get it. Please stop with the experts and the analysis. No need for a vaccine debate any more either. If you want it, it's freely available. If you don't then don't. Wearing a mask is a personal choice. It's been two years and the biggest lesson we have learned is that politicians don't know what the hell they are doing, everybody jumps on a bandwagon and pretty much everybody's mind is made up. And if this pandemic is so deadly and I should be so fearful why is that I can't find parking at the mall?",N4vfuuReV5c
https://www.youtube.com/watch?v=9oMMnLZYYEQ,N4vfuuReV5c
I was hoping to hear something different other than the blame being put on the unvaxxed :woman_facepalming_mediumdark_skin_tone:,N4vfuuReV5c
“It’s so easy to forget how much  noise the Matrix pumps into your head.” eNCA  puppet News agents,N4vfuuReV5c
"Omicron symptoms in South Africa are only mild because everyone there already has antibodies. They have either been infected by a previous variant already, or they’ve been vaccinated.;;At 16:00 of Dr. Been’s video it says that in the first 3 waves when the community infection rate reached 26%…;;https://youtu.be/3yvT3rm9GbE;;This means that the community infection rate exceeded 26% 3 times, which means that over 75%  80% of the population had Covid already. Then, about 24% have been vaccinated. Over 90% of the population has antibodies.;;There could be some overlap between those 26% infected during each wave, but given that antibodies are very effective at preventing symptoms, there likely isn’t much overlap.;;Also in Oslo of the 120 infected at that party and the hotel that hosted it, none became severely ill meaning that the vaccines are very effective at preventing severe disease from Omicron.;;What we don’t yet know is what happens to the unvaccinated who haven’t been infected and therefore have no antibodies. I’m sure we’ll soon find out.",N4vfuuReV5c
"Booster booster booster booster booster booster booster booster booster , each an every year ,",N4vfuuReV5c
"There is a website where people speak about their side effects as a result of taking the j**.  Also videos by Campbell. Unfortunately, my comments were removed immediately. There is definetly a move to keep the facts from the us.",N4vfuuReV5c
"I am unvaxed (not an antivaxer, just don't put sh*t in my body).......on Wednesday midmorning last week I developed symptoms of a possible COVID19 infection where Wednesday night, all of Thursday and throughout Thursday evening I had body aches, vomiting and a headache. Friday @ 08h15 I had a test and was confirmed COVIDpositive, further investigation suggested I had Omicron. I did not lose my smell or taste. I feel 100% recovered, being 6 days now. Going to give it another 2 days and then back to my cycling, gym and jogging. The vaccine is a blunt tool. I am 44 / 47 Vo2 Max / 10 hours of exercise a week so I get there are some people who do need to take the vaccine as that is their only hope. These people can't even run 1km on a normal day and now worried about C19. When you can outswim, outrun and outcycle me we can talk about a vaccine.",N4vfuuReV5c
In the US the CDC has stated that the Omicron variant attacks the fully vaccinated the most.,N4vfuuReV5c
Dr. Angelique Coetzee who discovered the variant has given us all the information.  The variant is mild and completely benign. All the cases i know of Omicron in my circles are vaccinated people.  You and Discovery are lying.,N4vfuuReV5c
Pushing vaccine. No one talks  about natural immunity.  WHY? This is another fake news channel like CNN.,N4vfuuReV5c
South Africans please vaccinate and get the booster... . Do not let your guard down.,N4vfuuReV5c
They are back with their  bullshit.,N4vfuuReV5c
She sounds afrikaans not Greek,N4vfuuReV5c
"Discovery Health’s only interest, and thus all the stats given, is how much they will have to pay out and how much can be written off to the individuals savings. They have zero concern for the individual, they are a “medical insurance” not a “medical aid” and, as we know, insurance companies try to find any excuse not to pay out. They are paving the way for a National Medical Scheme, and make it an attractive, viable option.",N4vfuuReV5c
There has been ZERO severe cases on the omicron . ZERO ... ;;you are selling vaccines,N4vfuuReV5c
"9 And the third angel followed them, saying with a loud voice, If any man worship the beast and his image, and receive his mark in his forehead, or in his hand,;;10 The same shall drink of the wine of the wrath of God, which is poured out without mixture into the cup of his indignation; and he shall be tormented with fire and brimstone in the presence of the holy angels, and in the presence of the Lamb:;;11 And the smoke of their torment ascendeth up for ever and ever: and they have no rest day nor night, who worship the beast and his image, and whosoever receiveth the mark of his name.;;12 Here is the patience of the saints: here are they that keep the commandments of God, and the faith of Jesus.;;13 And I heard a voice from heaven saying unto me, Write, Blessed are the dead which die in the Lord from henceforth: Yea, saith the Spirit, that they may rest from their labours; and their works do follow them.",N4vfuuReV5c
"SHE IS A SALES LADY FOR TALKING AGAINST ""UNVACCINATED"" ;;I AM FULLY VACCINATED BUT THE WAY SHE SPEAKS IS LIKE A BAD SALESMAN .",N4vfuuReV5c
"Strange how many people say ""omNichron"", with an added ""n"" after the ""m"". Strange.",N4vfuuReV5c
"Discovery Health is so gross. Forcing vaccines that don't even work, just to study people. They don't care about people, they care about data and profits. Yuk!",N4vfuuReV5c
https://youtu.be/O1W9keMXSTc,N4vfuuReV5c
Wow....,N4vfuuReV5c
One word: Capitalism !,N4vfuuReV5c
Protect the right to bodily integrity enshrined in the South African constitution and stop :stop_sign: mandatory vaccinations,N4vfuuReV5c
Annual booster is your life now. The whole world became chronic patients now.;;Government must qualify us all as disability recipients.,N4vfuuReV5c
Coming from Discovery  BS at its best as always!!!!!,N4vfuuReV5c
The lies.,N4vfuuReV5c
"When she said unvaccinated,  I couldn't help but role my eyes!",N4vfuuReV5c
In the unvaxxed. Heidi you are clueless. Jabs destroys immune system like aids.,N4vfuuReV5c
Discovery can go to hell. Wef nwo puppets,N4vfuuReV5c
"This lady is lying, omicron cases are mild for both vaccinated and unvaccinated",N4vfuuReV5c
Love how she pronounces Omnikron its like that wimpy ad I love it when you talk foreign :face_with_tears_of_joy::face_with_tears_of_joy:,N4vfuuReV5c
Yummy lady....:smiling_face_with_hearteyes::smiling_face_with_hearts:,N4vfuuReV5c
"Hopefully this will be the final wave ,because it seems to be phasing out",N4vfuuReV5c
"Realy! The PROBLEM Is! There is people's that is fully vaccinated, and tested positive and then  Walking AROUND IN STORES, NO BOOSTER SHOTS,REALY!",N4vfuuReV5c
The unvaccinated also don’t get very sick. Be more open and honest and people will not fear the vaccines. Don’t say vaccine is helping for severity if the severity is lowers all around.,N4vfuuReV5c
More fake news :face_vomiting::face_with_rolling_eyes:,N4vfuuReV5c
Discovery says 0 vaccine deaths. My data says otherwise.,N4vfuuReV5c
Behavioural manipulation. Discovery=China,N4vfuuReV5c
33% what a joke....,N4vfuuReV5c
"We're being given conflicting reports every 5 minutes. These are news headlines right now, one says this and the other says that so who are we to believe? (1) A new study has found that the Omicron virus could evade both vaccine antibodies and immunity caused by infection with all the other known variants of SARSCoV2.;;The study published in Emerging Microbes & Infection looked at the Omicron variant's potential of bypassing existing immunity developed through natural infection or by mass vaccination. (2) A study done by the South African Medical Research Council and Discovery Health has shown that two shots of the Pfizer vaccine, while faltering in protecting people from infection with the Omicron variant of the coronavirus, still offered solid protection against severe disease.",N4vfuuReV5c
"I wish we would give up this obsession with Omicron ...... already the world seems to think we invented it and have banned the socks off of us. ;It exists  done. ;As if it is the one thing we are so proud of ???? ;;Hell, we are so keen to show the world how clever we are as South Africans  when we have other issues at hand. ;;Our police force is falling apart, we cant generate power properly, hell, we cant even convict fraudsters  our employment is low, inflation is high  Frankly, I am surprised nobody has stolen or murdered old Omicron yet. I wish they would and we can move on along :(",N4vfuuReV5c
How do they know if you have Delta or Omicron. Not all people lost their taste or smell when they had Delta like you said thats basically the only difference between the 2 viruses.,N4vfuuReV5c
"You cannot simply say ""mostly unvaccinated are hospitalised"" because in south africa, the majority are unvaccinated. Please start reporting honestly.",N4vfuuReV5c
But this is bull. There is none unvaxxed people in hospitals in Western Cape. Pffft,N4vfuuReV5c
SA must make its own vaccine for Omicron,N4vfuuReV5c
Discovery and other minions of this farce can go to hell,N4vfuuReV5c
Flu.,N4vfuuReV5c
"I’m a conspiracy theorist I’m here to help ,report this video .",N4vfuuReV5c
wow she isn't wearing a mask whilst on camera well done you not a dumbass today,N4vfuuReV5c
"eNCA, if your journalists can’t yet see what is happening with the wealth of information out there then I’m afraid their journalistic skills are sub par. Do the right thing and resist the needles.",N4vfuuReV5c
Can we just get politics out of health issues please?,N4vfuuReV5c
"Funny that I didn't get covid when I was not vaxed...as soon as I got vaxed, different story.",N4vfuuReV5c
Solid reporting. Tired of all these antivax comments though. Quite disheartening.,N4vfuuReV5c
I have emailed Discovery with a question more than a week ago and have received no response. When I phoned them 2 weeks ago their vaccine division told me they didn't know the answer and said I must ask my doctor. They a disgrace.,N4vfuuReV5c
My friend's daughter just contracted Covid19 last week. They didnt even bother to test her for the variant so where are they getting their Omicron statistics from if they are not differentiating with the testing?,N4vfuuReV5c
What is very discouraging is that Discovery is requiring boosters for coverage but they will not simply authorise the boosters and the clinics are requiring doctors to sign off,N4vfuuReV5c
"Interesting choice of words ""There is a high possibility of reinfection, especially if you have been infected by previous variants"" Isn't that what reinfection means?",N4vfuuReV5c
"Pretty sure discovery gets kick backs from the ""V"" companies.;Move your medical aid somewhere else",N4vfuuReV5c
"Rubbish , it is not the vaccine! IT is a milder virus!",N4vfuuReV5c
Isn’t this just a cold.,N4vfuuReV5c
"There is a starck difference between how these guys report vs how the others (BBC, global news, itv... ) report omicron",N4vfuuReV5c
Again he says that this is measured by the amount of pasients hospitalized an not hospitalized. So it is an analysis through obsession. I would love to hear about the testing of antibodies in these patients. Hospitalized and not hospitalized.,N4vfuuReV5c
"It's like they hiding useful information on purpose.. for example, no person's who had the two J&J injections have died. How many have died who didn't have it?",N4vfuuReV5c
"Scientists say that you need 4000 IU of Vit D per day to effectively combat Covid19. Interesting that this is not on governments agenda. However if you don't wish to be vaccinated and even if you are already, do your body a favour and eat Salmon or mackerel...40 to 100gms gives around 1000 IU. Spend 10 minutes per day in the sun, half naked another 1500 IU. Take 1 Tbps Cod Liver oil per day, another 1000 IU. Double check these reverences and adjust if necessary. Get that body, immune system, bone marrow etc, ready for the years to come because these boosters and vaccines are not going to do that for you.",N4vfuuReV5c
Optimus Prime and Omneecron,N4vfuuReV5c
Covid  =  A Cult,N4vfuuReV5c
As clear as mud,N4vfuuReV5c
